# Hasimoto simple-cubic correction, a=1.0, L=5
# Q(L) = 1 - 2.8373*(a/L) + (4*pi/3)*(a/L)**3 = 0.46605032
# columns 1-6 (x,y,z,Ux,Uy,Uz) divided by Q(L); t and W unchanged
# t  x  y  z  Ux  Uy  Uz  Wx  Wy  Wz
 2.30000000E-01  2.12440827E-01 -2.27925576E-05 -5.40569830E-05 -6.91860037E-01  3.79806945E-04  3.17265190E-04  4.95757528E-06 -3.01964871E-05 -3.57833202E-06
 2.35000000E-01  2.09240051E-01 -2.11014404E-05 -5.26410884E-05 -6.01729453E-01  3.09487657E-04  2.59336437E-04  4.04894555E-06 -2.48283318E-05 -3.37649221E-06
 2.40000000E-01  2.06456730E-01 -1.97298003E-05 -5.14892281E-05 -5.23284128E-01  2.50221902E-04  2.10244196E-04  3.28436332E-06 -2.02942771E-05 -3.15446054E-06
 2.45000000E-01  2.04036423E-01 -1.86268552E-05 -5.05607378E-05 -4.55047256E-01  2.00395010E-04  1.68721800E-04  2.64600062E-06 -1.64763991E-05 -2.92605118E-06
 2.50000000E-01  2.01931779E-01 -1.77494474E-05 -4.98209346E-05 -3.95703370E-01  1.58599158E-04  1.33667319E-04  2.11560897E-06 -1.32707359E-05 -2.69984337E-06
 2.55000000E-01  2.00101622E-01 -1.70609412E-05 -4.92402342E-05 -3.44097846E-01  1.23622618E-04  1.04133922E-04  1.67661039E-06 -1.05870185E-05 -2.48122358E-06
 2.60000000E-01  1.98510146E-01 -1.65302695E-05 -4.87933981E-05 -2.99223006E-01  9.44283423E-05  7.93114554E-05  1.31456479E-06 -8.34737979E-06 -2.27348116E-06
 2.65000000E-01  1.97126218E-01 -1.61311135E-05 -4.84588971E-05 -2.60201380E-01  7.01312184E-05  5.85074532E-05  1.01710472E-06 -6.48487212E-06 -2.07847641E-06
 2.70000000E-01  1.95922766E-01 -1.58412002E-05 -4.82183697E-05 -2.26269564E-01  4.99769845E-05  4.11299879E-05  7.73716336E-07 -4.94205340E-06 -1.89708536E-06
 2.75000000E-01  1.94876247E-01 -1.56417008E-05 -4.80561636E-05 -1.96763607E-01  3.33235558E-05  2.66728397E-05  5.75495022E-07 -3.66971427E-06 -1.72951047E-06
 2.80000000E-01  1.93966194E-01 -1.55167166E-05 -4.79589421E-05 -1.71106149E-01  1.96247979E-05  1.47028640E-05  4.14916300E-07 -2.62575651E-06 -1.57550258E-06
 2.85000000E-01  1.93174807E-01 -1.54528395E-05 -4.79153528E-05 -1.48795140E-01  8.41653591E-06  4.84927986E-06  2.85633028E-07 -1.77421360E-06 -1.43452030E-06
 2.90000000E-01  1.92486609E-01 -1.54387775E-05 -4.79157403E-05 -1.29394033E-01 -6.95460346E-07 -3.20541388E-06  1.82299611E-07 -1.08439918E-06 -1.30584416E-06
 2.95000000E-01  1.91888142E-01 -1.54650348E-05 -4.79519043E-05 -1.12523236E-01 -8.04577355E-06 -9.73314655E-06  1.00420998E-07 -5.30168284E-07 -1.18865753E-06
 3.00000000E-01  1.91367702E-01 -1.55236395E-05 -4.80168893E-05 -9.78526805E-02 -1.39181533E-05 -1.49668301E-05  3.62234916E-08 -8.92776367E-08 -1.08210322E-06
 3.05000000E-01  1.90915115E-01 -1.56079112E-05 -4.81048075E-05 -8.50953617E-02 -1.85530540E-05 -1.91059408E-05 -1.34555970E-08  2.57167801E-07 -9.85322217E-07
 3.10000000E-01  1.90521532E-01 -1.57122637E-05 -4.82106851E-05 -7.40017183E-02 -2.21540742E-05 -2.23212799E-05 -5.12618653E-08  5.25192314E-07 -8.97479206E-07
 3.15000000E-01  1.90179257E-01 -1.58320366E-05 -4.83303299E-05 -6.43547465E-02 -2.48934599E-05 -2.47590465E-05 -7.94037091E-08  7.28361660E-07 -8.17778743E-07
 3.20000000E-01  1.89881601E-01 -1.59633524E-05 -4.84602195E-05 -5.59657526E-02 -2.69168013E-05 -2.65443171E-05 -9.97206647E-08  8.78139345E-07 -7.45474876E-07
 3.25000000E-01  1.89622745E-01 -1.61029947E-05 -4.85974043E-05 -4.86706588E-02 -2.83470359E-05 -2.77840280E-05 -1.13741354E-07  9.84192896E-07 -6.79875888E-07
 3.30000000E-01  1.89397629E-01 -1.62483055E-05 -4.87394237E-05 -4.23267915E-02 -2.92878646E-05 -2.85695331E-05 -1.22732663E-07  1.05465731E-06 -6.20345746E-07
 3.35000000E-01  1.89201855E-01 -1.63970969E-05 -4.88842351E-05 -3.68100887E-02 -2.98266613E-05 -2.89787984E-05 -1.27741476E-07  1.09636158E-06 -5.66303343E-07
 3.40000000E-01  1.89031596E-01 -1.65475772E-05 -4.90301522E-05 -3.20126720E-02 -3.00369519E-05 -2.90782874E-05 -1.29630059E-07  1.11502318E-06 -5.17220331E-07
 3.45000000E-01  1.88883526E-01 -1.66982877E-05 -4.91757925E-05 -2.78407348E-02 -2.99805235E-05 -2.89245821E-05 -1.29106015E-07  1.11541505E-06 -4.72618091E-07
